name,aliases,category,subcategory,edible_pct,energy_kcal,protein_g,fat_g,carb_g,potassium_mg,phosphorus_mg,sodium_mg,calcium_mg,unit_name,unit_grams,unit_desc,note
火鸡腿,,火鸡,,100.0,91.0,20.0,1.2,0.0,708.0,470.0,168.4,12.0,100g,100,每100克可食部,
火鸡胸脯肉,,火鸡,,100.0,103.0,22.4,0.2,2.8,227.0,116.0,93.7,39.0,100g,100,每100克可食部,
火鸡肝,,火鸡,,100.0,143.0,20.0,5.6,3.1,244.0,225.0,128.6,3.0,100g,100,每100克可食部,
火鸡肫,,火鸡,,100.0,91.0,18.9,0.3,3.2,352.0,108.0,57.0,44.0,100g,100,每100克可食部,
火鸡腿（熟）,,火鸡,,85.0,100.0,16.7,0.7,6.6,253.0,161.0,1071.0,17.0,100g,100,每100克可食部,
鸽,,禽肉类其他,,42.0,201.0,16.5,14.2,1.7,334.0,136.0,63.6,30.0,100g,100,每100克可食部,
鹌鹑,,禽肉类其他,,58.0,110.0,20.2,3.1,0.2,204.0,179.0,48.4,48.0,100g,100,每100克可食部,
乳鸽,,禽肉类其他,,56.0,352.0,11.3,34.1,0.0,163.0,573.0,653.8,866.0,100g,100,每100克可食部,
乳鸽（红烧）,,禽肉类其他,,82.0,255.0,16.9,20.8,0.0,385.0,1050.0,1809.8,1614.0,100g,100,每100克可食部,
纯牛奶（代表值，全脂）,牛奶;鲜奶,液态乳,,100.0,65.0,3.3,3.6,4.9,180.0,90.0,63.7,107.0,100g,100,每100克可食部,
纯牛奶（全脂，美国牛）,,液态乳,,100.0,59.0,2.9,3.2,4.6,127.0,68.0,40.2,108.0,100g,100,每100克可食部,
纯牛奶（全脂，德国牛）,,液态乳,,100.0,60.0,3.1,3.0,5.1,120.0,87.0,45.8,114.0,100g,100,每100克可食部,
纯牛奶（全脂，光明牌）,,液态乳,,100.0,61.0,3.1,3.2,5.0,132.0,87.0,24.8,85.0,100g,100,每100克可食部,
纯牛奶（全脂，伊利牌）,,液态乳,,100.0,68.0,3.2,3.7,5.4,348.0,103.0,49.5,110.0,100g,100,每100克可食部,
纯牛奶（代表值，低脂）,,液态乳,,100.0,47.0,3.5,1.5,4.8,232.0,106.0,80.1,111.0,100g,100,每100克可食部,
纯牛奶（代表值，脱脂）,,液态乳,,100.0,34.0,3.5,0.3,4.6,200.0,98.0,127.3,117.0,100g,100,每100克可食部,
牛乳（全脂，强化VA，VD）,,液态乳,,100.0,51.0,2.7,2.0,5.6,130.0,60.0,42.6,140.0,100g,100,每100克可食部,
鲜牛奶（代表值，全脂）,,液态乳,,100.0,67.0,3.4,3.7,5.1,127.0,103.0,120.3,113.0,100g,100,每100克可食部,
羊乳,,液态乳,,100.0,59.0,1.5,3.5,5.4,135.0,98.0,20.6,82.0,100g,100,每100克可食部,
人乳,,液态乳,,100.0,65.0,1.3,3.4,7.4,0.0,13.0,0.0,30.0,100g,100,每100克可食部,
鲜驼奶,,液态乳,,100.0,86.0,3.6,3.5,9.9,175.0,60.0,55.9,50.0,100g,100,每100克可食部,
全脂奶粉（多维奶粉）,,奶粉,,100.0,484.0,19.9,22.7,49.9,1910.0,324.0,567.8,1797.0,100g,100,每100克可食部,
全脂甜奶粉,,奶粉,,100.0,490.0,22.5,23.4,47.4,841.0,1018.0,450.8,495.0,100g,100,每100克可食部,
全脂奶粉,,奶粉,,100.0,478.0,20.1,21.2,51.7,449.0,469.0,260.1,676.0,100g,100,每100克可食部,
全脂奶粉（速溶）,,奶粉,,100.0,466.0,19.9,18.9,54.0,541.0,571.0,247.6,659.0,100g,100,每100克可食部,
全脂奶粉（全脂羊乳粉）,,奶粉,,100.0,498.0,18.8,25.2,49.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
酸奶（代表值）,,酸奶,,100.0,86.0,2.8,2.6,12.9,150.0,76.0,37.7,128.0,100g,100,每100克可食部,
酸奶（高蛋白）,,酸奶,,100.0,62.0,3.2,2.2,7.3,135.0,52.0,43.0,161.0,100g,100,每100克可食部,
酸奶（脱脂）,,酸奶,,100.0,57.0,3.3,0.4,10.0,156.0,91.0,27.7,146.0,100g,100,每100克可食部,
酸奶（低脂）,,酸奶,,100.0,64.0,2.7,1.9,9.0,130.0,59.0,13.0,81.0,100g,100,每100克可食部,
酸奶（果料）,,酸奶,,100.0,67.0,3.1,1.4,10.4,111.0,90.0,32.5,140.0,100g,100,每100克可食部,
酸奶（橘味，脱脂）,,酸奶,,100.0,48.0,3.2,0.3,8.2,128.0,73.0,2.6,89.0,100g,100,每100克可食部,
酸奶（果粒）,,酸奶,,100.0,98.0,3.3,2.9,14.6,241.0,103.0,53.8,61.0,100g,100,每100克可食部,
奶酪,干酪,奶酪,,100.0,328.0,25.7,23.5,3.5,75.0,326.0,584.6,799.0,100g,100,每100克可食部,
奶豆腐（脱脂）,,奶酪,,100.0,343.0,53.7,2.5,26.5,188.0,773.0,55.4,360.0,100g,100,每100克可食部,
奶豆腐（鲜）,,奶酪,,100.0,305.0,46.2,7.8,12.5,240.0,657.0,90.2,597.0,100g,100,每100克可食部,
奶疙瘩,奶酪干;干酸奶,奶酪,,100.0,426.0,55.1,15.0,17.7,314.0,689.0,79.3,730.0,100g,100,每100克可食部,
奶酪（契达干酪，普通）,,奶酪,,100.0,412.0,25.5,34.4,0.1,77.0,490.0,670.0,720.0,100g,100,每100克可食部,
奶酪（契达干酪，脱脂）,,奶酪,,100.0,261.0,31.5,15.0,0.0,110.0,620.0,670.0,840.0,100g,100,每100克可食部,
曲拉,,奶酪,,100.0,356.0,39.1,2.9,43.4,166.0,1135.0,285.2,1217.0,100g,100,每100克可食部,
奶酪（全脂软酪）,,奶酪,,100.0,313.0,8.6,31.0,0.0,150.0,130.0,330.0,110.0,100g,100,每100克可食部,
酸酪蛋,,奶酪,,100.0,443.0,40.4,20.4,24.4,512.0,682.0,130.8,756.0,100g,100,每100克可食部,
奶酪（羊乳酪）,,奶酪,,100.0,250.0,15.6,20.2,1.5,95.0,280.0,1440.0,360.0,100g,100,每100克可食部,
奶酪（中脂软酪）,,奶酪,,100.0,180.0,9.2,14.5,3.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
奶酪（光明牌）,,奶酪,,100.0,348.0,16.5,28.4,6.5,315.0,389.0,1598.0,445.0,100g,100,每100克可食部,
奶酪（骑士牌）,,奶酪,,100.0,386.0,23.0,25.4,16.3,42.0,307.0,531.8,796.0,100g,100,每100克可食部,
低脂奶酪,,奶酪,,100.0,241.0,21.6,11.6,12.6,368.0,606.0,1684.8,522.0,100g,100,每100克可食部,
硬质干酪,,奶酪,,100.0,411.0,24.9,34.5,0.1,76.0,500.0,687.0,731.0,100g,100,每100克可食部,
奶油,,奶油,,100.0,879.0,0.7,97.0,0.9,226.0,11.0,268.0,14.0,100g,100,每100克可食部,
奶油（焦克）,,奶油,,100.0,447.0,3.0,48.3,0.0,138.0,82.0,41.1,202.0,100g,100,每100克可食部,
奶油（食品工业）,,奶油,,100.0,504.0,1.1,55.5,0.0,1064.0,32.0,190.8,20.0,100g,100,每100克可食部,
黄油,,奶油,,100.0,888.0,1.4,98.0,0.0,39.0,8.0,40.3,35.0,100g,100,每100克可食部,
黄油渣,,奶油,,100.0,599.0,11.1,43.8,40.0,160.0,288.0,60.2,597.0,100g,100,每100克可食部,
白脱（食品工业）,牛油;黄油,奶油,,100.0,744.0,0.0,82.7,0.0,43.0,14.0,18.0,1.0,100g,100,每100克可食部,
酥油,,奶油,,100.0,860.0,1.5,94.4,1.1,188.0,9.0,73.0,128.0,100g,100,每100克可食部,
酥油（原味）,,奶油,,100.0,465.0,3.0,17.7,73.3,620.0,304.0,265.0,27.0,100g,100,每100克可食部,
炼乳（甜，罐头）,,乳类其他,,100.0,332.0,8.0,8.7,55.4,309.0,200.0,211.9,242.0,100g,100,每100克可食部,
奶皮子,,乳类其他,,100.0,460.0,12.2,42.9,6.3,4.0,308.0,2.3,818.0,100g,100,每100克可食部,
奶片,,乳类其他,,100.0,472.0,13.3,20.2,59.3,356.0,427.0,179.7,269.0,100g,100,每100克可食部,
鸡蛋（代表值）,,鸡蛋,,87.0,139.0,13.1,8.6,2.4,154.0,130.0,131.5,56.0,个,50,1个鸡蛋可食部约50g,
鸡蛋（白皮）,,鸡蛋,,87.0,138.0,12.7,9.0,1.5,98.0,176.0,94.7,48.0,个,50,1个鸡蛋可食部约50g,
鸡蛋（土鸡）,,鸡蛋,,88.0,138.0,14.4,6.4,5.6,244.0,33.0,174.0,76.0,个,50,1个鸡蛋可食部约50g,
鸡蛋白,,鸡蛋,,100.0,60.0,11.6,0.1,3.1,132.0,18.0,79.4,9.0,100g,100,每100克可食部,
鸡蛋白（乌骨鸡）,,鸡蛋,,100.0,44.0,9.8,0.1,1.0,109.0,17.0,165.1,9.0,100g,100,每100克可食部,
鸡蛋黄,,鸡蛋,,100.0,328.0,15.2,28.2,3.4,95.0,240.0,54.9,112.0,100g,100,每100克可食部,
鸡蛋黄（乌骨鸡）,,鸡蛋,,100.0,263.0,15.2,19.9,5.7,105.0,216.0,57.2,107.0,100g,100,每100克可食部,
鸡蛋（红皮）,,鸡蛋,,87.0,143.0,12.2,10.5,0.0,121.0,182.0,125.7,44.0,个,50,1个鸡蛋可食部约50g,
鸡蛋粉,全蛋粉,鸡蛋,,100.0,545.0,43.4,36.2,11.3,357.0,780.0,393.2,954.0,100g,100,每100克可食部,
鸡蛋黄粉,,鸡蛋,,100.0,644.0,31.6,55.1,5.3,103.0,905.0,89.8,266.0,100g,100,每100克可食部,
松花蛋（鸡蛋）,,鸡蛋,,83.0,178.0,14.8,10.6,5.8,148.0,263.0,0.0,26.0,100g,100,每100克可食部,
鸡蛋（煮）,,鸡蛋,,86.0,143.0,12.1,10.5,0.1,130.0,206.0,130.0,35.0,个,50,1个鸡蛋可食部约50g,
毛蛋,,鸡蛋,,87.0,176.0,14.2,13.2,0.0,66.0,155.0,75.8,204.0,100g,100,每100克可食部,
荷包蛋（油煎）,,鸡蛋,,100.0,195.0,13.5,15.0,1.4,132.0,194.0,353.0,55.0,100g,100,每100克可食部,
荷包蛋（煮）,,鸡蛋,,100.0,155.0,12.3,11.7,0.2,100.0,200.0,110.0,55.0,100g,100,每100克可食部,
鸭蛋,,鸭蛋,,87.0,180.0,12.6,13.0,3.1,135.0,226.0,106.0,62.0,100g,100,每100克可食部,
鸭蛋白,,鸭蛋,,100.0,47.0,9.9,0.0,1.8,84.0,0.0,71.2,18.0,100g,100,每100克可食部,
鸭蛋黄,,鸭蛋,,100.0,378.0,14.5,33.8,4.0,86.0,55.0,30.1,123.0,100g,100,每100克可食部,
海鸭蛋,,鸭蛋,,87.0,243.0,12.7,13.8,0.0,119.0,6.0,105.1,118.0,100g,100,每100克可食部,
松花蛋（鸭蛋）,皮蛋,鸭蛋,,90.0,171.0,14.2,10.7,4.5,152.0,165.0,542.7,63.0,100g,100,每100克可食部,
鸭蛋（咸鸭蛋，生）,,鸭蛋,,88.0,190.0,12.7,12.7,6.3,184.0,231.0,2706.1,118.0,100g,100,每100克可食部,
鸭蛋（咸鸭蛋，煮）,,鸭蛋,,84.0,177.0,13.8,13.5,0.0,226.0,212.0,1131.0,52.0,100g,100,每100克可食部,
鹅蛋,,鹅蛋,,87.0,196.0,11.1,15.6,2.8,74.0,130.0,90.6,34.0,100g,100,每100克可食部,
鹅蛋白,,鹅蛋,,100.0,48.0,8.9,0.0,3.2,36.0,11.0,77.3,4.0,100g,100,每100克可食部,
鹅蛋黄,,鹅蛋,,100.0,324.0,15.5,26.4,6.2,0.0,51.0,24.4,13.0,100g,100,每100克可食部,
鹅蛋（煮）,,鹅蛋,,85.0,177.0,12.7,13.6,1.0,76.0,70.0,45.0,41.0,100g,100,每100克可食部,
鹌鹑蛋,,鹌鹑蛋,,86.0,160.0,12.8,11.1,2.1,138.0,180.0,106.6,47.0,100g,100,每100克可食部,
鹌鹑蛋（五香罐头）,,鹌鹑蛋,,89.0,152.0,11.6,11.7,0.0,41.0,209.0,711.5,157.0,100g,100,每100克可食部,
白条鱼（裸鱼）,,鱼,,59.0,103.0,16.6,3.3,1.6,331.0,224.0,68.0,58.0,100g,100,每100克可食部,
草鱼,白鲩;草包鱼,鱼,,58.0,113.0,16.6,5.2,0.0,312.0,203.0,46.0,38.0,100g,100,每100克可食部,
赤眼鳟,金目鱼,鱼,,59.0,109.0,18.1,4.1,0.0,291.0,186.0,87.0,59.0,100g,100,每100克可食部,
鳡鱼,猴鱼,鱼,,54.0,114.0,17.5,4.3,1.2,194.0,109.0,158.4,139.0,100g,100,每100克可食部,
胡子鲇,塘虱（鱼）,鱼,,50.0,146.0,15.4,8.0,3.1,78.0,129.0,45.5,18.0,100g,100,每100克可食部,
黄颡鱼,戈牙鱼;黄鳍鱼,鱼,,52.0,124.0,17.8,2.7,7.1,202.0,166.0,250.4,59.0,100g,100,每100克可食部,
黄鳝,鳝鱼,鱼,,67.0,89.0,18.0,1.4,1.2,263.0,206.0,70.2,42.0,100g,100,每100克可食部,
黄鳝丝,,鱼,,88.0,69.0,15.4,0.8,0.0,278.0,81.0,131.0,57.0,100g,100,每100克可食部,
尖嘴白,,鱼,,80.0,137.0,22.7,3.3,4.1,375.0,192.0,48.3,27.0,100g,100,每100克可食部,
口头鱼,,鱼,,56.0,134.0,19.6,4.2,4.5,270.0,247.0,47.7,103.0,100g,100,每100克可食部,
鲤鱼,鲤拐子,鱼,,54.0,109.0,17.6,4.1,0.5,334.0,204.0,53.7,50.0,100g,100,每100克可食部,
罗非鱼,,鱼,,55.0,98.0,18.4,1.5,2.8,289.0,161.0,19.8,12.0,100g,100,每100克可食部,
罗非鱼（莫桑比克）,非洲黑鲫鱼,鱼,,53.0,77.0,16.0,1.0,1.0,338.0,150.0,66.8,24.0,100g,100,每100克可食部,
泥鳅,,鱼,,60.0,96.0,17.9,2.0,1.7,282.0,302.0,74.8,299.0,100g,100,每100克可食部,
青鱼,青皮鱼;青鳞鱼;青混,鱼,,63.0,118.0,20.1,4.2,0.0,325.0,184.0,47.4,31.0,100g,100,每100克可食部,
乌鳢,黑鱼;石斑鱼;生鱼,鱼,,57.0,85.0,18.5,1.2,0.0,313.0,232.0,48.8,152.0,100g,100,每100克可食部,
银鱼,面条鱼,鱼,,100.0,105.0,17.2,4.0,0.0,246.0,22.0,8.6,46.0,100g,100,每100克可食部,
湟鱼（裸鲤鱼）,,鱼,,56.0,124.0,17.1,3.2,6.7,372.0,229.0,42.0,42.0,100g,100,每100克可食部,
湟鱼（裸鱼）,,鱼,,48.0,100.0,17.8,2.3,2.0,329.0,221.0,117.0,59.0,100g,100,每100克可食部,
鲇鱼,胡子鲇;鲢胡;旺虾,鱼,,65.0,103.0,17.3,3.7,0.0,351.0,195.0,49.6,42.0,100g,100,每100克可食部,
鲒花,,鱼,,63.0,117.0,15.6,6.1,0.0,0.0,270.0,63.5,0.0,100g,100,每100克可食部,
鲢鱼,白鲢;胖子;连子鱼,鱼,,61.0,104.0,17.8,3.6,0.0,277.0,190.0,57.5,53.0,100g,100,每100克可食部,
鲫鱼,喜头鱼;海附鱼,鱼,,54.0,108.0,17.1,2.7,3.8,290.0,193.0,41.2,79.0,100g,100,每100克可食部,
鲮鱼,雪鲮,鱼,,57.0,95.0,18.4,2.1,0.7,317.0,176.0,40.1,31.0,100g,100,每100克可食部,
鲮鱼（罐头）,,鱼,,100.0,399.0,30.7,26.9,8.5,480.0,750.0,2310.0,598.0,100g,100,每100克可食部,
鳊鱼,鲂鱼;武昌鱼,鱼,,59.0,135.0,18.3,6.3,1.2,215.0,188.0,41.1,89.0,100g,100,每100克可食部,
鳗鲡,鳗鱼;河鳗,鱼,,84.0,181.0,18.6,10.8,2.3,207.0,248.0,58.8,42.0,100g,100,每100克可食部,
鳙鱼,胖头鱼;摆佳鱼;花鲢鱼,鱼,,61.0,100.0,15.3,2.2,4.7,229.0,180.0,60.6,82.0,100g,100,每100克可食部,
鳜鱼,桂鱼;花鲫鱼,鱼,,61.0,117.0,19.9,4.2,0.0,295.0,217.0,68.6,63.0,100g,100,每100克可食部,
鳟鱼,红鳟鱼,鱼,,57.0,99.0,18.6,2.6,0.2,688.0,374.0,110.0,34.0,100g,100,每100克可食部,
白姑鱼,白米子（鱼）,鱼,,67.0,150.0,19.1,8.2,0.0,382.0,171.0,152.7,23.0,100g,100,每100克可食部,
参鱼,蓝圆参;边鱼,鱼,,70.0,124.0,18.5,3.4,4.8,215.0,191.0,81.6,55.0,100g,100,每100克可食部,
带鱼,白带鱼;刀鱼,鱼,,76.0,127.0,17.7,4.9,3.1,280.0,191.0,150.1,28.0,100g,100,每100克可食部,
堤鱼,,鱼,,64.0,191.0,17.6,12.8,1.3,228.0,324.0,65.0,15.0,100g,100,每100克可食部,
丁香鱼（干）,,鱼,,100.0,196.0,37.5,3.1,4.6,664.0,914.0,4375.0,590.0,100g,100,每100克可食部,
狗母鱼,大头狗母鱼,鱼,,67.0,100.0,16.7,2.3,3.0,194.0,263.0,156.3,95.0,100g,100,每100克可食部,
海鲫鱼,九九鱼,鱼,,60.0,206.0,17.0,13.7,3.6,133.0,193.0,15.8,69.0,100g,100,每100克可食部,
海鳗,鲫勾,鱼,,67.0,122.0,18.8,5.0,0.5,266.0,159.0,95.8,28.0,100g,100,每100克可食部,
红娘鱼,翼红娘鱼,鱼,,55.0,105.0,18.0,2.8,1.9,308.0,297.0,163.9,160.0,100g,100,每100克可食部,
黄姑鱼,黄婆鸡（鱼）,鱼,,63.0,137.0,18.4,7.0,0.0,282.0,196.0,101.9,94.0,100g,100,每100克可食部,
黄鱼（大黄花鱼）,,鱼,,66.0,97.0,17.7,2.5,0.8,260.0,174.0,120.3,53.0,100g,100,每100克可食部,
黄鱼（小黄花鱼）,,鱼,,62.0,114.0,17.0,5.1,0.0,198.0,217.0,194.3,191.0,100g,100,每100克可食部,
黄鲂,赤虹;老板鱼,鱼,,75.0,81.0,18.5,0.5,0.6,227.0,157.0,159.9,27.0,100g,100,每100克可食部,
金线鱼,红三鱼,鱼,,40.0,101.0,18.6,2.9,0.0,300.0,128.0,118.0,102.0,100g,100,每100克可食部,
绿鳍马面豚,面包鱼;橡皮鱼,鱼,,52.0,83.0,18.1,0.6,1.2,291.0,185.0,80.5,54.0,100g,100,每100克可食部,
梅童鱼,大头仔鱼;丁珠鱼,鱼,,63.0,121.0,18.9,5.0,0.0,299.0,164.0,106.1,34.0,100g,100,每100克可食部,
沙丁鱼,沙鲻,鱼,,67.0,89.0,19.8,1.1,0.0,136.0,183.0,91.5,184.0,100g,100,每100克可食部,
沙钻鱼,多鳞喜;沙梭;麦穗鱼,鱼,,63.0,84.0,18.4,0.6,1.2,211.0,220.0,173.6,120.0,100g,100,每100克可食部,
蛇鲻,沙梭鱼,鱼,,72.0,122.0,20.8,4.2,0.3,304.0,156.0,118.4,117.0,100g,100,每100克可食部,
舌鳎,花纹舌头;舌头鱼,鱼,,68.0,83.0,17.7,1.4,0.0,309.0,168.0,138.8,57.0,100g,100,每100克可食部,
油抒,香梭鱼,鱼,,74.0,145.0,15.9,9.0,0.0,275.0,158.0,67.5,13.0,100g,100,每100克可食部,
颚针鱼,针量鱼,鱼,,75.0,180.0,20.2,10.4,1.4,336.0,197.0,73.3,58.0,100g,100,每100克可食部,
鲅鱼,马鲛鱼;燕鲅鱼;巴鱼,鱼,,80.0,121.0,21.2,3.1,2.1,370.0,130.0,74.2,35.0,100g,100,每100克可食部,
鲅鱼（咸）,咸马胶,鱼,,67.0,157.0,23.3,1.6,12.4,298.0,228.0,5350.0,0.0,100g,100,每100克可食部,
鲆,片口鱼;比目鱼,鱼,,68.0,112.0,20.8,3.2,0.0,317.0,178.0,66.7,55.0,100g,100,每100克可食部,
鲈鱼,鲈花,鱼,,58.0,105.0,18.6,3.4,0.0,205.0,242.0,144.1,138.0,100g,100,每100克可食部,
鲐鱼,青鲐鱼;鲐巴鱼;青砖鱼,鱼,,66.0,155.0,19.9,7.4,2.2,263.0,247.0,87.7,50.0,100g,100,每100克可食部,
鲑鱼,大麻哈鱼,鱼,,72.0,139.0,17.2,7.8,0.0,361.0,154.0,63.3,13.0,100g,100,每100克可食部,
鲑鱼籽酱,大麻哈鱼籽酱,鱼,,100.0,252.0,10.9,16.8,14.4,171.0,359.0,2881.0,23.0,100g,100,每100克可食部,
鲚鱼（大）,大凤尾鱼,鱼,,79.0,106.0,13.2,5.5,0.8,161.0,498.0,53.1,114.0,100g,100,每100克可食部,
鲚鱼（小）,小凤尾鱼,鱼,,90.0,124.0,15.5,5.1,4.0,225.0,460.0,38.5,78.0,100g,100,每100克可食部,
鲨鱼,真鲨;白斑角鲨,鱼,,56.0,118.0,22.2,3.2,0.0,285.0,212.0,102.2,41.0,100g,100,每100克可食部,
鲳鱼,平鱼;银鲳;刺鲳,鱼,,70.0,140.0,18.5,7.3,0.0,328.0,155.0,62.5,46.0,100g,100,每100克可食部,
鲷,黑鲷;铜盆鱼;大目鱼,鱼,,65.0,106.0,17.9,2.6,2.7,261.0,304.0,103.9,186.0,100g,100,每100克可食部,
鲻鱼,白眼棱鱼,鱼,,57.0,119.0,18.9,4.8,0.0,245.0,183.0,71.4,19.0,100g,100,每100克可食部,
鲽,比目鱼;凸眼鱼,鱼,,72.0,107.0,21.1,2.3,0.5,264.0,135.0,150.4,107.0,100g,100,每100克可食部,
鳐鱼,夫鱼,鱼,,59.0,90.0,20.8,0.7,0.0,277.0,159.0,130.0,22.0,100g,100,每100克可食部,
鳓鱼,快鱼;力鱼,鱼,,71.0,159.0,20.7,8.5,0.0,246.0,203.0,47.8,39.0,100g,100,每100克可食部,
鳕鱼,鳕狭;明太鱼,鱼,,45.0,88.0,20.4,0.5,0.5,321.0,232.0,130.3,42.0,100g,100,每100克可食部,
鳘鱼,,鱼,,76.0,89.0,20.2,0.9,0.0,357.0,228.0,54.8,21.0,100g,100,每100克可食部,
带鱼（切段）,,鱼,,70.0,108.0,17.6,4.2,0.0,361.0,282.0,246.4,431.0,100g,100,每100克可食部,
鱼片干,,鱼,,100.0,303.0,46.1,3.4,22.0,251.0,308.0,2320.6,106.0,100g,100,每100克可食部,
鱼奇油,鱼露;虾油,鱼,,100.0,47.0,11.2,0.2,0.0,199.0,6.0,9350.0,24.0,100g,100,每100克可食部,
鱼排,,鱼,,100.0,160.0,10.1,2.4,24.5,136.0,92.0,383.3,13.0,100g,100,每100克可食部,
鱼丸,,鱼,,100.0,107.0,11.1,1.3,12.7,360.0,272.0,854.2,97.0,100g,100,每100克可食部,
鱼子酱,,鱼,,100.0,201.0,9.6,7.1,24.7,271.0,88.0,394.6,23.0,100g,100,每100克可食部,
白米虾,水虾米,虾,,57.0,81.0,17.3,0.4,2.0,255.0,267.0,90.7,403.0,100g,100,每100克可食部,
斑节对虾,草虾,虾,,59.0,103.0,18.6,0.8,5.4,363.0,275.0,168.8,59.0,100g,100,每100克可食部,
长毛对虾,大虾;白露虾,虾,,65.0,90.0,18.5,0.4,3.0,386.0,241.0,208.8,36.0,100g,100,每100克可食部,
刺蛄,刺蛄,虾,,14.0,77.0,16.0,1.4,0.0,181.0,283.0,86.8,0.0,100g,100,每100克可食部,
东方对虾,中国对虾,虾,,67.0,84.0,18.3,0.5,1.6,217.0,253.0,133.6,35.0,100g,100,每100克可食部,
对虾,,虾,,61.0,93.0,18.6,0.8,2.8,215.0,228.0,165.2,62.0,100g,100,每100克可食部,
海虾,,虾,,51.0,79.0,16.8,0.6,1.5,228.0,196.0,302.2,146.0,100g,100,每100克可食部,
河虾,,虾,,86.0,87.0,16.4,2.4,0.0,329.0,186.0,133.8,325.0,100g,100,每100克可食部,
基围虾,,虾,,60.0,101.0,18.2,1.4,3.9,250.0,139.0,172.0,83.0,100g,100,每100克可食部,
江虾,沼虾,虾,,100.0,87.0,10.3,0.9,9.3,683.0,293.0,0.0,78.0,100g,100,每100克可食部,
龙虾,,虾,,46.0,90.0,18.9,1.1,1.0,257.0,221.0,190.0,21.0,100g,100,每100克可食部,
明虾,,虾,,57.0,85.0,13.4,1.8,3.8,238.0,189.0,119.0,75.0,100g,100,每100克可食部,
塘水虾,草虾,虾,,57.0,96.0,21.2,1.2,0.0,250.0,233.0,109.0,403.0,100g,100,每100克可食部,
虾虎,,虾,,32.0,81.0,11.6,1.7,4.8,132.0,206.0,136.6,22.0,100g,100,每100克可食部,
虾皮,,虾,,100.0,153.0,30.7,2.2,2.5,617.0,582.0,5057.7,991.0,100g,100,每100克可食部,
螯虾,,虾,,31.0,93.0,14.8,3.8,0.0,550.0,228.0,225.2,85.0,100g,100,每100克可食部,
口虾蛄,皮皮虾,虾,,28.0,82.0,14.8,1.7,1.8,246.0,245.0,556.1,6.0,100g,100,每100克可食部,
虾米,海米;虾仁,虾,,100.0,198.0,43.7,2.6,0.0,550.0,666.0,4891.9,555.0,100g,100,每100克可食部,
虾脑酱,,虾,,100.0,100.0,15.2,4.3,0.0,111.0,146.0,1790.0,667.0,100g,100,每100克可食部,
虾仁,,虾,,100.0,152.0,4.6,7.4,16.7,58.0,31.0,429.0,7.0,100g,100,每100克可食部,
海蟹,,蟹,,55.0,95.0,13.8,2.3,4.7,232.0,142.0,260.0,208.0,100g,100,每100克可食部,
河蟹,,蟹,,42.0,103.0,17.5,2.6,2.3,181.0,182.0,193.5,126.0,100g,100,每100克可食部,
踞缘青蟹,青蟹,蟹,,43.0,80.0,14.6,1.6,1.7,206.0,262.0,192.9,228.0,100g,100,每100克可食部,
梭子蟹,,蟹,,49.0,95.0,15.9,3.1,0.9,208.0,152.0,481.4,280.0,100g,100,每100克可食部,
蟹肉,,蟹,,100.0,62.0,11.6,1.2,1.1,214.0,159.0,270.0,231.0,100g,100,每100克可食部,
大闸蟹（母）,,蟹,,36.0,156.0,21.0,7.7,0.6,224.0,231.0,187.8,15.0,100g,100,每100克可食部,
海蟹（公）,,蟹,,25.0,85.0,18.0,0.3,2.5,309.0,290.0,366.7,42.0,100g,100,每100克可食部,
海蟹（母）,,蟹,,27.0,64.0,14.2,0.3,1.2,241.0,161.0,324.1,107.0,100g,100,每100克可食部,
鲍鱼,杂色鲍,贝,,65.0,84.0,12.6,0.8,6.6,136.0,77.0,2011.7,266.0,100g,100,每100克可食部,
鲍鱼（干）,,贝,,100.0,322.0,54.1,5.6,13.7,366.0,251.0,2316.2,143.0,100g,100,每100克可食部,
蛏子,,贝,,57.0,40.0,7.3,0.3,2.1,140.0,114.0,175.9,134.0,100g,100,每100克可食部,
蛏干,蛏子缢;蛏青子,贝,,100.0,340.0,46.5,4.9,27.4,586.0,791.0,1175.0,107.0,100g,100,每100克可食部,
赤贝,,贝,,34.0,61.0,13.9,0.6,0.0,153.0,118.0,266.1,35.0,100g,100,每100克可食部,
河蚌,,贝,,43.0,54.0,10.9,0.8,0.7,17.0,305.0,17.4,248.0,100g,100,每100克可食部,
河蚬,蚬子,贝,,35.0,47.0,7.0,1.4,1.7,25.0,127.0,18.4,39.0,100g,100,每100克可食部,
牡蛎,海蛎子,贝,,100.0,73.0,5.3,2.1,8.2,200.0,115.0,462.1,131.0,100g,100,每100克可食部,
生蚝,,贝,,100.0,57.0,10.9,1.5,0.0,375.0,100.0,270.0,35.0,100g,100,每100克可食部,
泥蚶,血蚶;珠蚶,贝,,30.0,71.0,10.0,0.8,6.0,207.0,103.0,354.9,59.0,100g,100,每100克可食部,
扇贝（鲜）,,贝,,35.0,60.0,11.1,0.6,2.6,122.0,132.0,339.0,142.0,100g,100,每100克可食部,
扇贝（干）,干贝,贝,,100.0,264.0,55.6,2.4,5.1,969.0,504.0,306.4,77.0,100g,100,每100克可食部,
鲜贝,,贝,,100.0,77.0,15.7,0.5,2.5,226.0,166.0,120.0,28.0,100g,100,每100克可食部,
