name,aliases,category,subcategory,edible_pct,energy_kcal,protein_g,fat_g,carb_g,potassium_mg,phosphorus_mg,sodium_mg,calcium_mg,unit_name,unit_grams,unit_desc,note
猪头皮,,猪,,100.0,499.0,11.8,44.6,12.7,62.0,37.0,72.4,13.0,100g,100,每100克可食部,
猪小排,,猪,,70.0,295.0,16.8,25.3,0.0,222.0,101.0,62.6,14.0,100g,100,每100克可食部,
猪肘棒,,猪,,67.0,248.0,16.5,16.0,9.4,148.0,122.0,80.0,19.0,100g,100,每100克可食部,
猪皮,,猪,,100.0,363.0,27.4,28.1,0.0,62.0,37.0,72.4,13.0,100g,100,每100克可食部,
猪胆肝,,猪,,100.0,336.0,44.2,6.4,25.3,855.0,325.0,3625.0,12.0,100g,100,每100克可食部,
猪肚,,猪,,96.0,110.0,15.2,5.1,0.7,171.0,124.0,75.1,11.0,100g,100,每100克可食部,
猪肺,,猪,,97.0,84.0,12.2,3.9,0.1,210.0,165.0,81.4,6.0,100g,100,每100克可食部,
猪肝,猪润,猪,,99.0,129.0,19.3,3.5,5.0,235.0,310.0,68.6,6.0,100g,100,每100克可食部,
猪脑,,猪,,100.0,131.0,10.8,9.8,0.0,259.0,294.0,130.7,30.0,100g,100,每100克可食部,
猪脾,,猪,,100.0,94.0,13.2,3.2,3.1,234.0,111.0,26.1,1.0,100g,100,每100克可食部,
猪舌,口条,猪,,94.0,233.0,15.7,18.1,1.7,216.0,163.0,79.4,13.0,100g,100,每100克可食部,
猪肾,猪腰子,猪,,93.0,96.0,15.4,3.2,1.4,217.0,215.0,134.2,12.0,100g,100,每100克可食部,
猪肾（腰子）,,猪,,92.0,137.0,16.0,8.1,0.0,194.0,232.0,124.8,2.0,100g,100,每100克可食部,
猪小肠,,猪,,100.0,65.0,10.0,2.0,1.7,142.0,95.0,204.8,7.0,100g,100,每100克可食部,
猪心,,猪,,97.0,119.0,16.6,5.3,1.1,260.0,189.0,71.2,12.0,100g,100,每100克可食部,
猪血,猪红,猪,,100.0,55.0,12.2,0.3,0.9,56.0,16.0,56.0,4.0,100g,100,每100克可食部,
叉烧肉,,猪,,100.0,279.0,23.8,16.9,7.9,430.0,218.0,818.8,8.0,100g,100,每100克可食部,
宫爆肉丁（罐头）,,猪,,100.0,353.0,17.7,27.6,8.4,113.0,140.0,471.9,47.0,100g,100,每100克可食部,
酱汁肉,,猪,,96.0,549.0,15.5,50.4,8.4,110.0,90.0,257.4,9.0,100g,100,每100克可食部,
腊肉（培根）,,猪,,100.0,181.0,22.3,9.0,2.6,294.0,228.0,51.2,2.0,100g,100,每100克可食部,
腊肉（生）,,猪,,100.0,498.0,11.8,48.8,2.9,416.0,249.0,763.9,22.0,100g,100,每100克可食部,
卤猪杂,,猪,,100.0,186.0,24.6,4.8,11.0,121.0,142.0,881.4,14.0,100g,100,每100克可食部,
午餐肉,,猪,,100.0,229.0,9.4,15.9,12.0,146.0,81.0,981.9,57.0,100g,100,每100克可食部,
咸肉,,猪,,100.0,390.0,16.5,36.0,0.0,387.0,112.0,195.6,10.0,100g,100,每100克可食部,
猪肉罐头（珍珠里脊丝，罐头）,,猪,,100.0,225.0,6.7,17.3,10.5,136.0,61.0,572.3,34.0,100g,100,每100克可食部,
猪肝（卤煮）,,猪,,100.0,203.0,26.4,8.3,5.6,188.0,153.0,674.7,68.0,100g,100,每100克可食部,
猪肉（清蒸）,,猪,,100.0,198.0,18.4,13.8,0.0,134.0,113.0,210.6,4.0,100g,100,每100克可食部,
猪蹄（熟）,,猪,,43.0,260.0,23.6,17.0,3.2,18.0,52.0,363.2,32.0,100g,100,每100克可食部,
猪肘棒（熟）,,猪,,72.0,314.0,21.3,24.5,2.1,106.0,102.0,753.9,55.0,100g,100,每100克可食部,
猪肉松（均值）,,猪,,100.0,396.0,23.4,11.5,49.7,313.0,162.0,469.0,41.0,100g,100,每100克可食部,
福建式肉松,,猪,,100.0,493.0,25.1,26.0,39.7,264.0,151.0,1419.9,3.0,100g,100,每100克可食部,
老年保健肉松,,猪,,100.0,458.0,35.8,20.5,32.5,451.0,249.0,2301.7,33.0,100g,100,每100克可食部,
太仓肉松,,猪,,100.0,316.0,38.6,8.3,21.6,300.0,179.0,1880.0,53.0,100g,100,每100克可食部,
火腿心全精肉（雪舫蒋牌）,,猪,,100.0,322.0,37.0,19.3,0.0,836.0,391.0,2268.2,22.0,100g,100,每100克可食部,
火腿心肉（生，金云牌）,,猪,,81.0,528.0,22.2,48.8,1.8,367.0,62.0,763.9,15.0,100g,100,每100克可食部,
酱排骨,,猪,,80.0,366.0,21.7,26.7,9.6,226.0,103.0,825.5,10.0,100g,100,每100克可食部,
猪肉罐头（香糟块肉）,,猪,,100.0,542.0,15.5,53.3,0.0,103.0,122.0,747.8,30.0,100g,100,每100克可食部,
猪里脊（熏烤小里脊）,,猪,,100.0,153.0,17.7,3.9,11.8,718.0,263.0,814.2,6.0,100g,100,每100克可食部,
猪肉脯,,猪,,100.0,378.0,28.0,8.8,46.6,381.0,233.0,1638.2,17.0,100g,100,每100克可食部,
肉酥,,猪,,100.0,509.0,30.7,27.1,35.5,278.0,256.0,1540.7,11.0,100g,100,每100克可食部,
扒猪脸,,猪,,100.0,347.0,18.8,29.6,1.4,75.0,81.0,392.7,15.0,100g,100,每100克可食部,
酱肘子,,猪,,100.0,202.0,29.6,8.5,1.8,57.0,140.0,197.0,15.0,100g,100,每100克可食部,
火腿肉（藏香猪）,,猪,,82.0,503.0,29.1,40.7,5.0,30.0,118.0,298.0,236.0,100g,100,每100克可食部,
凤干肉（藏香猪）,,猪,,87.0,598.0,27.1,53.6,1.7,26.0,145.0,921.0,207.0,100g,100,每100克可食部,
茶肠,,猪,,100.0,329.0,9.0,29.6,6.7,178.0,150.0,723.2,2.0,100g,100,每100克可食部,
大腊肠,,猪,,100.0,267.0,12.9,20.1,8.6,159.0,66.0,1099.1,24.0,100g,100,每100克可食部,
大肉肠,,猪,,100.0,273.0,12.0,22.9,4.6,233.0,97.0,1370.4,67.0,100g,100,每100克可食部,
蛋清肠,,猪,,100.0,278.0,12.5,22.8,5.8,161.0,85.0,1143.2,26.0,100g,100,每100克可食部,
儿童肠,,猪,,100.0,290.0,13.1,19.6,15.3,218.0,101.0,0.0,12.0,100g,100,每100克可食部,
风干肠,,猪,,100.0,283.0,12.4,23.3,5.9,163.0,121.0,618.0,18.0,100g,100,每100克可食部,
广东香肠,,猪,,100.0,433.0,18.0,37.3,6.4,356.0,173.0,1477.9,5.0,100g,100,每100克可食部,
红果肠,,猪,,100.0,260.0,10.2,15.3,20.3,145.0,97.0,781.3,22.0,100g,100,每100克可食部,
火腿肠,,猪,,100.0,212.0,14.0,10.4,15.6,217.0,187.0,771.2,9.0,100g,100,每100克可食部,
腊肠,,猪,,100.0,584.0,22.0,48.3,15.3,100.0,69.0,1420.0,24.0,100g,100,每100克可食部,
松江肠,,猪,,100.0,402.0,12.3,26.5,28.5,195.0,202.0,759.0,5.0,100g,100,每100克可食部,
蒜肠,,猪,,100.0,309.0,7.5,25.4,12.7,92.0,74.0,561.5,13.0,100g,100,每100克可食部,
香肠,,猪,,100.0,508.0,24.1,40.7,11.2,453.0,198.0,2309.2,14.0,100g,100,每100克可食部,
香肠（罐头）,,猪,,100.0,290.0,7.9,28.1,1.3,70.0,52.0,874.3,6.0,100g,100,每100克可食部,
小红肠,,猪,,100.0,280.0,11.8,23.2,6.0,183.0,161.0,682.2,10.0,100g,100,每100克可食部,
小泥肠,,猪,,100.0,295.0,11.3,26.3,3.2,132.0,170.0,648.2,20.0,100g,100,每100克可食部,
午餐肠,,猪,,100.0,261.0,2.9,16.6,24.9,102.0,51.0,552.8,2.0,100g,100,每100克可食部,
午餐肚,,猪,,100.0,181.0,9.3,0.5,34.7,57.0,19.0,294.4,36.0,100g,100,每100克可食部,
方腿,,猪,,100.0,117.0,16.2,5.0,1.9,222.0,202.0,424.5,1.0,100g,100,每100克可食部,
火腿,,猪,,100.0,330.0,16.0,27.4,4.9,220.0,90.0,1086.7,3.0,100g,100,每100克可食部,
金华火腿,,猪,,100.0,318.0,16.4,28.0,0.1,389.0,125.0,233.4,9.0,100g,100,每100克可食部,
火腿肠（圆腿）,,猪,,100.0,139.0,18.4,6.5,1.6,247.0,199.0,373.4,3.0,100g,100,每100克可食部,
脆皮肠,,猪,,100.0,302.0,16.6,24.0,4.8,542.0,287.0,992.7,13.0,100g,100,每100克可食部,
热狗肠,,猪,,100.0,307.0,13.2,25.2,6.9,613.0,211.0,861.9,10.0,100g,100,每100克可食部,
火腿肠（双汇牌）,,猪,,100.0,215.0,12.1,14.6,8.8,130.0,157.0,1119.5,19.0,100g,100,每100克可食部,
牛肉（代表值）,,牛,,100.0,160.0,20.0,8.7,0.5,212.0,182.0,64.1,5.0,100g,100,每100克可食部,
牛肉（肋条）,,牛,,100.0,123.0,18.6,5.4,0.0,217.0,120.0,66.6,19.0,100g,100,每100克可食部,
牛肉（后腿）,,牛,,100.0,106.0,20.9,2.0,1.1,197.0,210.0,45.4,5.0,100g,100,每100克可食部,
牛肉（后腱）,,牛,,94.0,98.0,20.1,1.0,2.2,182.0,195.0,85.3,5.0,100g,100,每100克可食部,
牛肉（里脊）,,牛,,100.0,107.0,22.2,0.9,2.4,140.0,241.0,75.1,3.0,100g,100,每100克可食部,
牛肉（前腿）,,牛,,100.0,105.0,19.2,1.8,2.9,176.0,181.0,69.9,5.0,100g,100,每100克可食部,
牛肉（前腱）,,牛,,95.0,113.0,20.3,1.3,5.1,182.0,181.0,83.1,5.0,100g,100,每100克可食部,
牛肉（瘦）,,牛,,100.0,106.0,20.2,2.3,1.2,284.0,172.0,53.6,9.0,100g,100,每100克可食部,
牛蹄筋,,牛,,100.0,151.0,34.1,0.5,2.6,23.0,150.0,153.6,5.0,100g,100,每100克可食部,
牛蹄筋（泡发）,,牛,,100.0,25.0,6.0,0.02,0.2,1.0,5.0,81.0,6.0,100g,100,每100克可食部,
牛肉（背部肉）,上脑,牛,,100.0,193.0,17.4,12.4,3.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
牛肉（里脊肉）,牛柳,牛,,100.0,134.0,22.3,5.0,0.0,140.0,241.0,75.1,3.0,100g,100,每100克可食部,
牛肉（臀部肉）,紫盖;白板,牛,,100.0,117.0,22.6,2.6,0.9,325.0,159.0,40.2,2.0,100g,100,每100克可食部,
牛肉（肩部肉）,肩肉,牛,,100.0,342.0,14.1,31.7,0.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
牛肉（胸部肉）,牛楠,牛,,100.0,326.0,16.6,28.8,0.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
牛肉（腹部肉）,牛楠,牛,,100.0,332.0,17.1,29.3,0.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
牛肉（膝圆肉）,和尚头,牛,,100.0,106.0,22.4,1.8,0.1,316.0,154.0,43.5,1.0,100g,100,每100克可食部,
牛肉（股内肉）,针扒;米龙;黄瓜条,牛,,100.0,119.0,22.8,2.9,0.4,275.0,141.0,37.8,2.0,100g,100,每100克可食部,
牛肉（小腿肉）,牛展;牛腱子,牛,,100.0,122.0,23.0,3.3,0.0,182.0,181.0,83.1,5.0,100g,100,每100克可食部,
牦牛肉,,牛,,100.0,119.0,23.1,1.4,3.4,37.0,208.0,25.8,28.0,100g,100,每100克可食部,
牦牛牛腱肉（冻，鲜）,,牛,,100.0,100.0,21.2,0.8,2.0,38.0,207.0,39.1,9.0,100g,100,每100克可食部,
牦牛牛霖肉（冻，鲜）,,牛,,100.0,110.0,22.5,1.0,2.7,42.0,230.0,30.3,8.0,100g,100,每100克可食部,
牛鞭（泡发）,,牛,,100.0,117.0,27.2,0.9,0.0,4.0,18.0,32.0,10.0,100g,100,每100克可食部,
牛大肠,,牛,,100.0,66.0,11.0,2.3,0.4,55.0,102.0,28.0,12.0,100g,100,每100克可食部,
牛肚,,牛,,100.0,72.0,14.5,1.6,0.0,162.0,104.0,60.6,40.0,100g,100,每100克可食部,
牛肺,,牛,,100.0,95.0,16.5,2.5,1.5,197.0,269.0,154.8,8.0,100g,100,每100克可食部,
牛肝,,牛,,100.0,139.0,19.8,3.9,6.2,185.0,252.0,45.0,4.0,100g,100,每100克可食部,
牛脑,,牛,,100.0,149.0,12.5,11.0,0.1,300.0,435.0,185.6,6.0,100g,100,每100克可食部,
牛舌,,牛,,100.0,196.0,17.0,13.3,2.0,236.0,151.0,58.4,6.0,100g,100,每100克可食部,
牛肾,,牛,,89.0,94.0,15.6,2.4,2.6,190.0,214.0,180.8,8.0,100g,100,每100克可食部,
牛心,,牛,,100.0,106.0,15.4,3.5,3.1,282.0,178.0,47.9,4.0,100g,100,每100克可食部,
牛百叶（黑）,,牛,,100.0,70.0,13.2,1.9,0.0,162.0,104.0,60.6,40.0,100g,100,每100克可食部,
酱牛肉,,牛,,100.0,246.0,31.4,11.9,3.2,148.0,178.0,869.2,20.0,100g,100,每100克可食部,
煨牛肉（罐头）,,牛,,100.0,166.0,16.7,11.0,0.1,95.0,82.0,609.4,66.0,100g,100,每100克可食部,
牛肉干,,牛,,100.0,550.0,45.6,40.0,1.9,510.0,464.0,412.4,43.0,100g,100,每100克可食部,
咖哩牛肉干,,牛,,100.0,326.0,45.9,2.7,29.5,576.0,289.0,2075.0,65.0,100g,100,每100克可食部,
牛肉松,,牛,,100.0,445.0,8.2,15.7,67.7,128.0,74.0,1945.7,76.0,100g,100,每100克可食部,
牛蹄筋（熟）,,牛,,100.0,147.0,35.2,0.6,0.1,48.0,22.0,99.3,13.0,100g,100,每100克可食部,
牛肉（酱，五香）,,牛,,100.0,229.0,33.2,10.7,0.0,327.0,163.0,926.0,11.0,100g,100,每100克可食部,
牛肉（清香）,,牛,,100.0,200.0,25.8,10.7,0.0,217.0,227.0,935.0,5.0,100g,100,每100克可食部,
牛腱子,,牛,,100.0,205.0,35.6,5.5,3.2,229.0,160.0,880.4,9.0,100g,100,每100克可食部,
牛肉干（长富牌）,,牛,,100.0,342.0,41.8,3.2,32.2,112.0,183.0,1529.0,34.0,100g,100,每100克可食部,
牛肉干（沙爹牌）,,牛,,100.0,327.0,40.1,32.2,33.6,265.0,188.0,1402.5,29.0,100g,100,每100克可食部,
羊肉（代表值）,,羊,,100.0,139.0,18.5,6.5,1.6,300.0,161.0,89.9,16.0,100g,100,每100克可食部,
羊肉（冻）,,羊,,100.0,285.0,12.6,24.4,3.8,587.0,143.0,122.2,17.0,100g,100,每100克可食部,
羊肉（后腿）,,羊,,77.0,110.0,19.5,3.4,0.3,143.0,182.0,60.0,6.0,100g,100,每100克可食部,
羊肉（颈）,,羊,,74.0,135.0,21.3,4.6,2.2,208.0,157.0,75.2,8.0,100g,100,每100克可食部,
羊肉（里脊）,,羊,,100.0,103.0,20.5,1.6,1.6,161.0,184.0,74.4,8.0,100g,100,每100克可食部,
羊肉（前腿）,,羊,,71.0,110.0,18.6,3.2,1.6,108.0,181.0,74.4,7.0,100g,100,每100克可食部,
羊肉（青羊）,,羊,,100.0,99.0,21.3,1.1,1.0,151.0,101.0,41.7,9.0,100g,100,每100克可食部,
羊肉（瘦）,,羊,,90.0,118.0,20.5,3.9,0.2,403.0,196.0,69.4,9.0,100g,100,每100克可食部,
羊肉（胸脯）,,羊,,81.0,133.0,19.4,6.2,0.0,170.0,150.0,86.6,7.0,100g,100,每100克可食部,
山羊肉（冻）,,羊,,100.0,293.0,8.7,24.5,9.4,744.0,151.0,160.6,135.0,100g,100,每100克可食部,
羊蹄筋（生）,,羊,,100.0,159.0,34.3,2.4,0.0,74.0,39.0,149.7,16.0,100g,100,每100克可食部,
羊蹄筋（泡发）,,羊,,100.0,41.0,8.4,0.0,1.9,1.0,5.0,48.8,14.0,100g,100,每100克可食部,
羊肉（上脑）,,羊,,100.0,94.0,19.0,2.0,0.0,359.0,164.0,106.6,3.0,100g,100,每100克可食部,
羊肉（腰窝）,,羊,,100.0,135.0,18.9,6.6,0.0,372.0,158.0,109.2,3.0,100g,100,每100克可食部,
羊肉片,,羊,,100.0,118.0,18.0,4.0,2.4,108.0,145.0,92.0,12.0,100g,100,每100克可食部,
羊大肠,,羊,,100.0,75.0,13.4,2.4,0.0,117.0,34.0,79.0,25.0,100g,100,每100克可食部,
羊肚,,羊,,100.0,87.0,12.2,3.4,1.8,101.0,133.0,66.0,38.0,100g,100,每100克可食部,
羊肺,,羊,,100.0,96.0,16.2,2.4,2.5,139.0,172.0,146.2,12.0,100g,100,每100克可食部,
羊肝,,羊,,100.0,134.0,17.9,3.6,7.4,241.0,299.0,123.0,8.0,100g,100,每100克可食部,
羊脑,,羊,,100.0,142.0,11.3,10.7,0.1,146.0,356.0,151.8,61.0,100g,100,每100克可食部,
羊舌,,羊,,100.0,225.0,19.4,14.2,4.8,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
羊肾,,羊,,95.0,96.0,16.6,2.8,1.0,115.0,233.0,193.3,8.0,100g,100,每100克可食部,
羊心,,羊,,100.0,113.0,13.8,5.5,2.0,200.0,172.0,100.8,10.0,100g,100,每100克可食部,
羊血,,羊,,100.0,57.0,6.8,0.2,6.9,6.0,7.0,443.4,22.0,100g,100,每100克可食部,
腊羊肉,,羊,,100.0,246.0,26.1,10.6,11.5,310.0,210.0,8991.6,14.0,100g,100,每100克可食部,
羊肉（熟）,,羊,,100.0,217.0,23.2,13.8,0.0,239.0,136.0,408.0,13.0,100g,100,每100克可食部,
羊肉串（电烤）,,羊,,100.0,234.0,26.4,11.6,6.0,430.0,230.0,796.3,52.0,100g,100,每100克可食部,
羊肉串（烤）,,羊,,100.0,206.0,26.0,10.3,2.4,205.0,254.0,484.8,4.0,100g,100,每100克可食部,
羊肉串（炸）,,羊,,100.0,217.0,18.3,11.5,10.0,297.0,194.0,580.8,38.0,100g,100,每100克可食部,
羊肉干,,羊,,100.0,588.0,28.2,46.7,13.7,520.0,546.0,184.0,77.0,100g,100,每100克可食部,
羊肉手抓,,羊,,70.0,188.0,27.3,8.8,0.0,178.0,124.0,226.2,3.0,100g,100,每100克可食部,
山羊肉（酱）,,羊,,100.0,272.0,25.4,13.7,11.8,134.0,169.0,937.8,43.0,100g,100,每100克可食部,
烧羊肉（五香）,,羊,,100.0,183.0,33.6,5.4,0.0,213.0,167.0,759.1,11.0,100g,100,每100克可食部,
羊肉串（生）,,羊,,100.0,118.0,13.0,4.8,5.6,278.0,222.0,616.2,17.0,100g,100,每100克可食部,
驴肉（瘦）,,驴,,100.0,116.0,21.5,3.2,0.4,325.0,178.0,46.9,2.0,100g,100,每100克可食部,
驴鞭,,驴,,100.0,143.0,29.7,0.8,4.3,152.0,48.0,698.1,51.0,100g,100,每100克可食部,
驴肉（酱）,,驴,,100.0,160.0,33.7,2.8,0.0,185.0,197.0,228.6,8.0,100g,100,每100克可食部,
驴肉（卤）,,驴,,100.0,151.0,27.7,1.9,5.8,219.0,179.0,307.0,6.0,100g,100,每100克可食部,
驴肉（煮）,,驴,,100.0,230.0,27.0,13.5,0.0,114.0,170.0,207.4,13.0,100g,100,每100克可食部,
驴肉（五香）,,驴,,100.0,167.0,28.2,6.0,0.0,201.0,317.0,877.2,5.0,100g,100,每100克可食部,
马肉,,马,,100.0,122.0,20.1,4.6,0.1,526.0,367.0,115.8,5.0,100g,100,每100克可食部,
马心,,马,,100.0,104.0,18.9,2.7,1.0,176.0,240.0,66.2,25.0,100g,100,每100克可食部,
马肉（卤）,,马,,100.0,170.0,30.5,4.8,1.2,171.0,193.0,236.9,4.0,100g,100,每100克可食部,
狗肉,,蓄肉类其他,,80.0,116.0,16.8,4.6,1.8,140.0,107.0,47.4,52.0,100g,100,每100克可食部,
骆驼蹄,,蓄肉类其他,,100.0,116.0,25.6,1.4,0.2,48.0,53.0,210.3,36.0,100g,100,每100克可食部,
骆驼掌,,蓄肉类其他,,100.0,310.0,72.8,2.0,0.3,69.0,23.0,170.6,152.0,100g,100,每100克可食部,
兔肉,,蓄肉类其他,,100.0,102.0,19.7,2.2,0.9,284.0,165.0,45.1,12.0,100g,100,每100克可食部,
兔肉（野）,,蓄肉类其他,,100.0,84.0,16.6,2.0,0.0,371.0,293.0,88.3,23.0,100g,100,每100克可食部,
鸡（代表值）,,鸡,,63.0,145.0,20.3,6.7,0.9,249.0,166.0,62.8,13.0,100g,100,每100克可食部,
鸡（土鸡，家养）,,鸡,,58.0,124.0,20.8,4.5,0.0,276.0,141.0,74.1,9.0,100g,100,每100克可食部,
母鸡（一年内）,,鸡,,66.0,256.0,20.3,16.8,5.8,275.0,120.0,62.2,2.0,100g,100,每100克可食部,
肉鸡（肥）,,鸡,,74.0,389.0,16.7,35.4,0.9,123.0,102.0,47.8,37.0,100g,100,每100克可食部,
华青鸡,,鸡,,70.0,158.0,19.6,8.8,0.0,184.0,166.0,62.8,1.0,100g,100,每100克可食部,
沙鸡,,鸡,,41.0,147.0,20.0,6.7,1.6,249.0,522.0,81.9,0.0,100g,100,每100克可食部,
乌骨鸡,,鸡,,48.0,111.0,22.3,2.3,0.3,323.0,210.0,64.0,17.0,100g,100,每100克可食部,
鸡爪,,鸡,,60.0,254.0,23.9,16.4,2.7,108.0,76.0,169.0,36.0,100g,100,每100克可食部,
鸡胸脯肉,,鸡,,100.0,118.0,19.4,5.0,2.5,338.0,214.0,34.4,3.0,100g,100,每100克可食部,
鸡腿,鸡髀,鸡,,69.0,146.0,17.4,11.8,4.6,205.0,161.0,50.8,8.0,100g,100,每100克可食部,
鸡翅,鸡翼,鸡,,69.0,202.0,16.0,13.0,0.0,242.0,172.0,64.4,6.0,100g,100,每100克可食部,
鸡块（带浆粉）,,鸡,,100.0,206.0,12.2,9.1,18.8,323.0,210.0,64.0,17.0,100g,100,每100克可食部,
鸡肝,,鸡,,100.0,121.0,16.6,4.8,2.8,222.0,263.0,92.0,7.0,100g,100,每100克可食部,
鸡肝（肉鸡）,,鸡,,100.0,121.0,16.7,4.5,3.5,321.0,216.0,98.2,4.0,100g,100,每100克可食部,
鸡心,,鸡,,100.0,172.0,15.9,11.8,0.6,220.0,176.0,108.4,54.0,100g,100,每100克可食部,
鸡血,,鸡,,100.0,49.0,7.8,0.2,4.1,136.0,68.0,208.0,10.0,100g,100,每100克可食部,
鸡肫,鸡胗,鸡,,100.0,118.0,19.2,2.8,4.0,272.0,135.0,74.8,7.0,100g,100,每100克可食部,
扒鸡,,鸡,,66.0,217.0,29.6,11.0,0.0,149.0,157.0,1000.7,31.0,100g,100,每100克可食部,
炸鸡块,肯德鸡,鸡,,70.0,279.0,20.3,17.3,10.5,232.0,530.0,755.0,109.0,100g,100,每100克可食部,
卤煮鸡,,鸡,,70.0,212.0,29.4,7.9,5.8,40.0,18.0,221.7,71.0,100g,100,每100克可食部,
瓦罐鸡汤（肉）,,鸡,,100.0,190.0,20.9,9.5,5.2,23.0,62.0,201.2,16.0,100g,100,每100克可食部,
瓦罐鸡汤（汤）,,鸡,,100.0,27.0,1.3,2.4,0.0,39.0,20.0,251.4,2.0,100g,100,每100克可食部,
鸡肉松,,鸡,,100.0,440.0,7.2,16.4,65.8,109.0,83.0,1687.8,76.0,100g,100,每100克可食部,
扒鸡（五香脱骨）,,鸡,,77.0,206.0,23.4,10.8,3.8,131.0,307.0,633.2,222.0,100g,100,每100克可食部,
烤鸡,,鸡,,73.0,240.0,22.4,16.7,0.1,142.0,136.0,472.3,25.0,100g,100,每100克可食部,
鸭（代表值）,,鸭,,68.0,240.0,15.5,19.7,0.2,191.0,122.0,69.0,6.0,100g,100,每100克可食部,
公麻鸭,,鸭,,63.0,360.0,14.3,30.9,6.1,109.0,122.0,61.6,4.0,100g,100,每100克可食部,
母麻鸭,,鸭,,75.0,461.0,13.0,44.8,1.4,155.0,64.0,48.8,9.0,100g,100,每100克可食部,
鸭胸脯肉,,鸭,,100.0,90.0,15.0,1.5,4.0,126.0,86.0,60.2,6.0,100g,100,每100克可食部,
鸭皮,,鸭,,100.0,538.0,6.5,50.2,15.1,38.0,42.0,26.2,6.0,100g,100,每100克可食部,
鸭翅,,鸭,,67.0,146.0,16.5,6.1,6.3,100.0,84.0,53.6,20.0,100g,100,每100克可食部,
鸭掌,,鸭,,59.0,150.0,26.9,1.9,6.2,28.0,91.0,61.1,24.0,100g,100,每100克可食部,
鸭肠,,鸭,,53.0,129.0,14.2,7.8,0.4,136.0,166.0,32.0,31.0,100g,100,每100克可食部,
鸭肝,,鸭,,100.0,128.0,14.5,7.5,0.5,230.0,283.0,87.2,18.0,100g,100,每100克可食部,
鸭肝（公麻鸭）,,鸭,,100.0,136.0,14.7,4.1,10.1,236.0,102.0,99.3,1.0,100g,100,每100克可食部,
鸭肝（母麻鸭）,,鸭,,100.0,113.0,16.8,2.5,5.9,289.0,252.0,107.5,1.0,100g,100,每100克可食部,
鸭舌,鸭条,鸭,,61.0,245.0,16.6,19.7,0.4,44.0,94.0,81.5,13.0,100g,100,每100克可食部,
鸭心,,鸭,,100.0,143.0,12.8,8.9,2.9,233.0,188.0,86.2,20.0,100g,100,每100克可食部,
鸭血（白鸭）,,鸭,,100.0,108.0,13.6,0.4,12.4,166.0,87.0,173.6,5.0,100g,100,每100克可食部,
鸭血（公麻鸭）,,鸭,,100.0,56.0,13.2,0.4,0.0,186.0,127.0,198.6,3.0,100g,100,每100克可食部,
鸭血（母麻鸭）,,鸭,,100.0,55.0,13.1,0.3,0.0,185.0,127.0,175.2,2.0,100g,100,每100克可食部,
鸭胰,,鸭,,97.0,117.0,21.7,2.9,1.0,84.0,554.0,55.7,20.0,100g,100,每100克可食部,
鸭肫,,鸭,,93.0,92.0,17.9,1.3,2.1,284.0,134.0,69.2,12.0,100g,100,每100克可食部,
鸭肫（公麻鸭）,,鸭,,100.0,112.0,19.8,1.2,5.4,351.0,116.0,70.1,2.0,100g,100,每100克可食部,
鸭肫（母麻鸭）,,鸭,,100.0,126.0,20.4,4.2,1.6,349.0,144.0,69.0,1.0,100g,100,每100克可食部,
北京烤鸭,,鸭,,80.0,436.0,16.6,38.4,6.0,247.0,175.0,83.0,35.0,100g,100,每100克可食部,
北京填鸭,,鸭,,75.0,425.0,9.3,41.3,3.9,139.0,149.0,45.5,15.0,100g,100,每100克可食部,
红烧鸭（罐头）,,鸭,,100.0,338.0,15.3,30.5,0.6,115.0,467.0,628.3,29.0,100g,100,每100克可食部,
酱鸭,,鸭,,80.0,266.0,18.9,18.4,6.3,236.0,140.0,981.3,14.0,100g,100,每100克可食部,
酱鸭（加梅菜，罐头）,,鸭,,93.0,248.0,11.8,21.7,2.5,130.0,208.0,474.5,29.0,100g,100,每100克可食部,
盐水鸭（熟）,,鸭,,81.0,313.0,16.6,26.1,2.8,218.0,112.0,1557.5,10.0,100g,100,每100克可食部,
烤鸭（老唐牌）,,鸭,,60.0,309.0,20.3,25.3,0.0,187.0,102.0,776.4,7.0,100g,100,每100克可食部,
烤鸭（全聚德牌）,,鸭,,65.0,530.0,18.1,50.8,0.0,103.0,147.0,29.9,11.0,100g,100,每100克可食部,
鹅,,鹅,,63.0,251.0,17.9,19.9,0.0,232.0,144.0,58.8,4.0,100g,100,每100克可食部,
鹅肝,,鹅,,100.0,129.0,15.2,3.4,9.3,336.0,216.0,70.2,2.0,100g,100,每100克可食部,
鹅肫,,鹅,,100.0,100.0,19.6,1.9,1.1,410.0,112.0,58.2,2.0,100g,100,每100克可食部,
鹅血,,鹅,,100.0,74.0,18.6,0.0,0.0,163.0,89.0,80.5,4.0,100g,100,每100克可食部,
烧鹅,,鹅,,73.0,289.0,19.7,21.5,4.2,22.0,202.0,240.0,91.0,100g,100,每100克可食部,
腊鹅,,鹅,,54.0,410.0,24.6,21.5,29.6,388.0,317.0,2880.0,36.0,100g,100,每100克可食部,
